,Habituality,Sentence
3830,-1,"Cause like you look at it, and it's just like,  this could be so much better.
"
3831,-1,"Now mind you, can't possibly be a weed smell because my roommate's at work.
"
3832,-1,"And  we don't wanna be here, honestly.
"
3833,-1,"I could say like, living in all these different places in Rochester, you kind of really- Rochester seems divided, or it's- seems like it's being portrayed to be divided, but really, everybody knows somebody in some type of way.
"
3834,-1,"I wanna say that was a mistake, but seeing as how my life turned out, can't be a mistake.
"
3835,-1,"And the idea was you would want the students to be juniors.
"
3836,-1,"And that, that right there made me realize- I'm like oh,  like, you can be book smart, but like, there's a different type of something out here, that you definitely need in life.
"
3837,-1,"I'm like, you're gonna be my advisor?
"
3838,-1,"Yeah I'll be your advisor.
"
3839,-1,"I'm like hey, be honest with you man, from the hood.
"
3840,-1,"He's like, you know what , I think you might be onto something, young man.
"
3841,1,"Um, but basically, in the end of my college career, they waited until my- the- yeah, the spring semester of my senior year, to basically be like, yeah, you don't have the number of amount of credits to graduate.
"
3842,-1,"Like-   like it's- it's not easy, but it can be done.
"
3843,-1,"I remember like mid-town downtown used to be booming.
"
3844,-1,"McCurdy's, you had Sibley's like,  it was like the place to be.
"
3845,-1,"um, I remember in that phase, that was a phase where I was like, no, I don't wanna be here.
"
3846,-1,"whether it be music recording, poetry, dance, singing, visual arts, screen printing, all that type of stuff.
"
3847,-1,"Um, a lot of people that are doing a lot of different stuff in the community, I'd be like, oh yeah I know so and so from the Bert.
"
3848,-1,"So right now that like- the people who are like, before me in like that- I would say like our age, wa- would be like, thirty, thirty-five-ish area.
"
3849,-1,"Yo, I wanna be the one to make it out.
"
3850,-1,"I guess, I would say my favorite show would be, uh, the community experience that I put on last year with our executive director.
"
3851,-1,"Like- like you can hear somebody from the city and be like, okay yeah, they're from the city.
"
3852,-1,"Cause I get people that, um, come from- from like out of town, they'll be like, yo what's up with the accent?
"
3853,-1,"Like you hear- you can hear- in New York City you can hear a Bronx accent be like, okay.
"
3854,1,"You hear a Brooklyn accent be like, okay, Mm-hm.
"
3855,1,"Like, I think to me, everybody in Rochester pretty much be speaking English, or they're not from Rochester.
"
3856,-1,"So if that means consciously having to do the complete opposite, of what you're talking about, just so I could be like ha ha, you can't say that because I'm not that, then, that's what I'm gonna do.
"
3857,-1,"Like, it's hard, like, it's hard to be positive.
"
3858,1,"times be getting hard.
"
3859,1,"And it be like yo, alright, I know, if- I know my resume could go and get me a new job, but like realistically, the type of money I make, I need to call up my boy right now and say no, no, no.
"
3860,-1,"I mean, I guess it's- I mean, every city has a ugly side, but it still doesn't deter me from really wanting my city to be prosperous and really understanding that like, again, so much potential.
"
3861,-1,"More work to be done.
"
3862,1,"I'm like-  yeah, and I probably walked past it, cause I know my mom and I- we be walking, like, up the street and we'll see stuff going on.
"
3863,-1,"We'll be like, oh what's happening?
"
3864,1,"we be thinking it's a private event, so it's like, somebody rented the space.
"
3865,-1,"It used to be called Jenisha Avenue, a- on Konstantina Court.
"
3866,1,"The cafeteria, like, the reason why they f- they- they changed the foam plates is because, like, they used to have food fights in the cafeteria and be throwing like them heavy plastic trays and stuff.
"
3867,-1,"Like if you tried to be like that class clown or play around, people looking at you like, bro like, I'm here to work for real, you know.
"
3868,-1,"That's how I met them, be - before I even went to Laporscha.
"
3869,-1,"S- a- no I actually seen the music video I had a  I had to be like what, eight years old.
"
3870,-1,"I'm just like, yo, this what I should be doing.
"
3871,-1,"It could be some club stuff, some party stuff, some love stuff, some hate stuff, anger stuff.
"
3872,-1,"You know what I mean, like I'm a human like, I- I'm'a be everything.
"
3873,-1,"For a artist to be like one thing is just like, kind of like, faking the funk, you know what I mean.
"
3874,-1,"I'm not going to be repetitive.
"
3875,-1,"A- and I'm'a actually think my thoughts out clearly, and just not be f- for like what I think a person might like.
"
3876,1,"And it be so hilarious like, I go down to Carolina, I'm turnt for the weekend, he putting on Nas I'm like bro listen,  I know you can see me in your car right now, and I know you like Nas and you tryna represent but, yo, I need your music on right now before I can have my nice night tonight, you know what I mean.
"
3877,-1,"If not, there wouldn't be like a Joey Badass.
"
3878,-1,"It wouldn't be like Action Bronson, and Dave East, um, even ASAP like, you know what I mean.
"
3879,1,"And when they hear it they be amazed and love it so.
"
3880,1,"If you be around kids nowadays, like, don't let them know like you're listening or looking.
"
3881,-1,"So it's like, I feel like, there need to be more like, activities.
"
3882,-1,"My sister w- went to Arnisha so, that was a big part of my childhood, being able like to go out and be diverse and see other things, you know what I mean.
"
3883,1,"They go to school, come home, sit in their neighborhood all day, and they don't do nothing but be on the internet.
"
3884,-1,"Cause th- cause the security at Lilac Festival ain't gonna be the same security at the teen event, you know what I mean.
"
3885,-1,"Teen event security gonna be a little more aggressive.
"
3886,-1,"Even to any body would be like, alright this is not right like something's going on in the situation.
"
3887,-1,"You know what I mean, like, w- I think welfare used to be like a four year thing, or you had to like get pee test, drug test, or like, surveys of how many applications you do a month.
"
3888,-1,"But I think people are just draining welfare out now like, yo, if I could be on this the rest of my like I'm'a do it, you know what I mean.
"
3889,-1,"You know what I mean, like I don't like- If I call in, it gotta be something really, really serious.
"
3890,1,"Like, you know what I mean, like you go West Coast, it be a lot of bland food.
"
3891,-1,"Cause I like what I do, and, I know my job is always going to be there.
"
3892,1,"You be mad that somebody's scared of you, you know what I mean.
"
3893,-1,"And I wear like gold teeth, so I know- And I do that on purpose, just to like, push the culture more and more just to be like, you know what I mean, like we here, like that shirt is like my gold teeth, you know what I mean.
"
3894,-1,"Like, I'm cool w- I like- I'll- I'm- I'm so blessed to be black.
"
3895,1,"And, you know what I mean, like, they know that I came from a bad neighborhood, so anytime they see some dude they be like, yo like that dude right there is like, I'm like bro he just a normal dude bro, like, how the hell can you determine all this already?
"
